codigo item;descricao item
16001609;CQ-642BB PE SAC 10.00 KG
16001610;CQ-642BB PE SAC 25.00 KG
16001613;CQ-642B PE BAL 2.50 KG
16001614;CQ-642B PE SAC 10.00 KG
16001615;CQ-642B PE SAC 25.00 KG
16001616;CQ-642B PE SAC 5.00 KG
16001617;CQ-642B PE W001 SAC 10.00 KG
16001619;CQ-642 PE BAL 2.50 KG
16001621;CQ-642 PE SAC 10.00 KG
16001622;CQ-642 PE SAC 25.00 KG
16001623;CQ-642 PE SAC 5.00 KG
16001624;CQ-642 PE W002 SAC 10.00 KG
16001626;CQ-645 PUR SD BAR 1.00 KG
16001627;CQ-645 PUR SD BAR 2.00 KG
16001629;CQ-645 PUR SD CAI 12.00 KG
16001630;CQ-645 PUR SD CAI 20.00 KG
16001633;CQ-646/2 PE SAC 25.00 KG
16001636;CQ-648/1 PE SAC 25.00 KG
16001641;CQ-648 PE SAC 25.00 KG
16001644;CQ-651 PE SAC 25.00 KG
16001648;CQ-652 PE SAC 25.00 KG
16001653;CQ-653BB PE SAC 25.00 KG
16001656;CQ-653 PE SAC 25.00 KG
16001659;CQ-654 PUR SD BAR 20.00 KG
16001660;CQ-654 PUR SD CAI 20.00 KG
16001663;CQ-673IT PE SAC 25.00 KG
16001665;CQ-673 PE SAC 10.00 KG
16001666;CQ-673 PE SAC 25.00 KG
16001674;CQ-675/3 PE BAL 2.50 KG
16001675;CQ-675/3 PE SAC 25.00 KG
16001679;CQ-675B PE SAC 25.00 KG
16001680;CQ-675B PE SAC 5.00 KG
16001682;CQ-675 PE SAC 10.00 KG
16001683;CQ-675 PE SAC 25.00 KG
16001684;CQ-675 PE SAC 5.00 KG
16001686;CQ-677 PI CAI 13.00 KG
16001690;CQ-680/10 PE SAC 25.00 KG
16001694;CQ-680/8 PE SAC 25.00 KG
16001696;CQ-681/2 PE SAC 25.00 KG
16001698;CQ-683 PE BAL 2.50 KG
16001700;CQ-683 PE SAC 10.00 KG
16001702;CQ-683 PE SAC 25.00 KG
16001705;CQ-695 PE SAC 25.00 KG
16001706;CQ-695 PE SAC 5.00 KG
16001709;CQ-7013 PI CAI 15.00 KG
16001712;CQ-7014 BL CAI 18.00 KG
16001716;CQ-7019 PI CAI 15.00 KG
16001718;CQ-7023 PI CAI 15.00 KG
16001721;CQ-7024X BL CAI 18.00 KG
16001722;CQ-7024X BL CAI 5.00 KG
16001725;CQ-7025LI PI CAI 15.00 KG
16001729;CQ-7026 PI CAI 13.00 KG
16001731;CQ-7026 PI CAI 5.00 KG
16001732;CQ-7027 PI CAI 10.00 KG
16001733;CQ-7027 PI CAI 13.00 KG
16001736;CQ-7028 PI CAI 15.00 KG
16001738;CQ-7035 PI CAI 10.00 KG
16001739;CQ-7035 PI CAI 13.00 KG
16001741;CQ-7036 PI CAI 15.00 KG
16001742;CQ-7037 PI CAI 15.00 KG
16001744;CQ-7039/5 PI CAI 15.00 KG
16001747;CQ-7039T PI CAI 15.00 KG
16001748;CQ-7039 PI CAI 15.00 KG
16001749;CQ-7070/4 PI CAI 13.00 KG
16001752;CQ-7072 PE SAC 25.00 KG
16001754;CQ-7073 PE SAC 25.00 KG
16001756;CQ-7074/5 PE SAC 25.00 KG
16001758;CQ-7074/6 PE SAC 25.00 KG
16001761;CQ-7074 PE SAC 25.00 KG
16001764;CQ-7076 PE SAC 25.00 KG
16001766;CQ-7080/4 PI CAI 12.00 KG
16001769;CQ-7080/5 PI CAI 12.00 KG
16001772;CQ-7081/3 PI SAC 25.00 KG
16001774;CQ-7081 PI SAC 25.00 KG
16001777;CQ-7082 PI SAC 25.00 KG
16001779;CQ-7083 PI CAI 15.00 KG
16001782;CQ-7086M BL CAI 18.00 KG
16001785;CQ-7088EN/1 PI SAC 7.00 KG
16001786;CQ-7088EN/1 PI SAC 10.00 KG
16001788;CQ-7088PE PI SAC 25.00 KG
16001789;CQ-7089/1 PE SAC 20.00 KG
16001790;CQ-7093 BL CAI 19.00 KG
16001792;CQ-7100 PI CAI 15.00 KG
16001794;CQ-7110 PI CAI 15.00 KG
16001797;CQ-7111 PI CAI 15.00 KG
16001800;CQ-7113/1 PI CAI 15.00 KG
16001801;CQ-7113 PI CAI 15.00 KG
16001803;CQ-7115 PI CAI 15.00 KG
16001804;CQ-711 PE SAC 25.00 KG
16001807;CQ-712/1 PI CAI 13.00 KG
16001808;CQ-7122 PI CAI 15.00 KG
16001811;CQ-7129/1 PI CAI 15.00 KG
16001815;CQ-712 PI CAI 13.00 KG
16001819;CQ-7135 PI CAI 15.00 KG
16001822;CQ-7136 PI CAI 15.00 KG
16001824;CQ-713 PI CAI 13.00 KG
16001825;CQ-713 PI CAI 5.00 KG
16001827;CQ-7140 PI CAI 15.00 KG
16001830;CQ-7140 SD TAR 160.00 KG
16001831;CQ-7140 SD TAR 80.00 KG
16001832;CQ-7141/28 BL CAI 18.00 KG
16001834;CQ-7150 SD TAR 160.00 KG
16001835;CQ-729J/1 PE SAC 25.00 KG
16001836;CQ-729J/2 PE SAC 25.00 KG
16001840;CQ-729 PE SAC 25.00 KG
16001843;CQ-731/2 PE SAC 10.00 KG
16001845;CQ-731 PE SAC 10.00 KG
16001846;CQ-731 PE SAC 25.00 KG
16001847;CQ-731 PE SAC 5.00 KG
16001849;CQ-735 PE SAC 25.00 KG
16001850;CQ-735 PE SAC 5.00 KG
16001853;CQ-736 PE SAC 10.00 KG
16001854;CQ-736 PE SAC 25.00 KG
16001855;CQ-736 PE SAC 5.00 KG
16001857;CQ-748 PE SAC 10.00 KG
16001858;CQ-748 PE SAC 25.00 KG
16001860;CQ-7500 PI CAI 14.00 KG
16001863;CQ-7500 PI CAI 15.00 KG
16001864;CQ-7500 PI CAI 5.00 KG
16001866;CQ-7512/1 PI CAI 15.00 KG
16001867;CQ-7512M PI CAI 14.00 KG
16001869;CQ-7512 PI CAI 15.00 KG
16001872;CQ-752/5 PUR SD BAR 20.00 KG
16001876;CQ-752 PUR SD BAR 2.00 KG
16001877;CQ-752 PUR SD BAR 20.00 KG
16001878;CQ-752 PUR SD CAI 20.00 KG
16001880;CQ-752 PUR SD TAM 180.00 KG
16001881;CQ-752 PUR SD TAM 20.00 KG
16001884;CQ-754 PUR SD BAR 20.00 KG
16001885;CQ-754 PUR SD CAI 20.00 KG
16001910;FORMUCOL LQ BAR 10.00 KG
16001911;FORMUCOL LQ BAR 50.00 KG
16001912;FORMUCOL LQ BOM 5.00 KG
16001916;HM-L252 PI CAI 14.00 KG
16001917;LIMPADORPUR PE CAI 15.00 KG
16001918;LIMPAMELT LQ LAT 0.700 KG
16001922;LIMPUR3 PE SAC 8.00 KG
16001925;LIMPUR PE SAC 1.00 KG
16001926;LIMPUR PE SAC 10.00 KG
16001928;PHC8010/1 PE SAC 25.00 KG
16001929;PHC8290/1 PE SAC 25.00 KG
16001931;ADVANTRA® PHC9250 PE SAC 25.00 KG
16001936;PUR400 SD BAR 20.00 KG
16001937;PUR400 SD CAI 20.00 KG
16001940;PWC-3460ZZ LQ BAL 30.00 KG
16001942;PWC-3460ZZ LQ CPP 1000.00 KG
16001944;R-065 LQ TAM 200.00 KG
16001948;R-066 LQ BAR 10.00 KG
16001949;R-066 LQ BAR 50.00 KG
16001951;R-650/4 LQ BAR 50.00 KG
16001958;T-100 LQ BAR 25.00 KG
16001959;T-100 LQ BAR 50.00 KG
16001960;T-100 LQ CPL 1000.00 KG
16001961;T-100 LQ CPP 1000.00 KG
16001962;T-103 LQ BAR 50.00 KG
16001963;T-103 LQ CPP 1000.00 KG
16001965;T-165 LQ BAR 50.00 KG
16001968;T-193 LQ BAR 50.00 KG
16001970;T-195 LQ BAR 25.00 KG
16001971;T-195 LQ BAR 50.00 KG
16001974;T-199/1 LQ BAR 50.00 KG
16001975;T-199/1 LQ CPL 1000.00 KG
16001978;T-199/2 LQ BAR 50.00 KG
16001979;T-199/2 LQ CPL 1000.00 KG
16001984;T-199 LQ BAR 25.00 KG
16001985;T-199 LQ BAR 50.00 KG
16001986;T-199 LQ BOM 5.00 KG
16001987;T-199 LQ CPL 1000.00 KG
16001989;TAK-3329 LQ BAL 32.00 KG
16001992;V-3845 LQ BAL 20.00 KG
16001993;V-3845 LQ BAR 10.00 KG
16001994;V-3845 LQ BAR 50.00 KG
16001995;V-3845 LQ CPL 1000.00 KG
16001996;V-3845 LQ CPP 1000.00 KG
16001998;WB-3324 LQ BAR 50.00 KG
16001999;WB-3324 LQ CPL 1000.00 KG
16002000;WB-4392 LQ BAL 20.00 KG
16002005;THERMONEX 115-02A LQ BAL 18.14 KG
16002006;1518 LQ SAL 310 ML
16002008;SWIFT®THERM 1706-LA PI SAC 25.00 KG
16002009;1756F CLEANER LQ FRA 500 ML
16002010;1762 PRIMER  LQ FRA 250 ML
16002012;HELMITIN 3815 LQ BAL 10,00 KG
16002013;SWIFT®BOND 3U113LA LQ BAL 20.00 KG
16002016;APLICADOR AP-1000  CAI 1 UN
16002017;APLICADOR AP-2250  CAI 1 UN
16002018;APLICADOR PNEUMATICO  AP-4000 CAI 1 UN
16002019;APLICADOR AP-5000 MMA 50 ML  CAI 1 UN
16002020;APLICADOR AP-5100 MMA 490 ML  CAI 1 UN
16002021;APLICADOR AP-5200 DS99490 - MANUAL GUN  CAI 1 UN
16002022;APLICADOR AP-5300 PLB50-10-E - LONGER   CAI 1 UN
16002023;APLICADOR AP-600 MANUAL SACHE 600 GR  CAI 1 UN
16002024;APLICADOR AP-MIXING TIPS FOR  CAI 1 UN
16002025;BICO APLICADOR BC-5100 PARA MMA CARTUCHO 490ML  CAI 1 UN
16002026;SWIFT®BOND 2139/1 LQ TAM 320.00 KG
16002027;BRAS-3846 LQ BAL 20.00 KG
16002029;CILBOND-10E LQ LAT 0.25 L
16002030;CILBOND-12E LQ LAT 0.25 L
16002031;CILBOND-20Lx LQ LAT 0.25 L
16002033;CILBOND-24 PR LQ TAM 25 L
16002034;CILBOND-33AL LQ LAT 0.25 L
16002035;CILBOND-33BL LQ LAT 0.25 L
16002036;CILBOND-36Lx LQ LAT 0.25 L
16002037;CILBOND-41Lx LQ LAT 0.259 L
16002038;CILBOND-48Lx LQ LAT 0.25 L
16002039;CILBOND-49SF LQ BAL 10.00 L
16002040;CILBOND-49SF LQ BAL 25.00 L
16002041;CILBOND-49SF LQ LAT 0.25 L
16002042;CILBOND-62W LQ FRA 0.25 L
16002043;CILBOND-80ET LQ FRA 0.25 L
16002044;CILBOND 89ET LQ FRA 0.25 L
16002045;CILBOND R-7164 LQ FRA 1.50 L
16002046;CILBOND R-7183 LQ FRA 1.50 L
16002047;CILBOND R-7184 LQ FRA 1.50 L
16002048;IPATHERM CLEANER 9030 PI SAC 10.00 KG
16002049;IPATHERM CLEANER 9030 PI SAC 15.00 KG
16002050;IPATHERM CLEANER 9030 PI SAC 20.00 KG
16002051;AVA COMBI CASE 1 PI SAC 25.00 KG
16002052;THERMONEX 063-05A LQ BAL 25.00 KG
16002054;ECO3PLUS LQ BAL 20.00 KG
16002055;RAKOLL ECO 3 PLUS LQ BAR 10.00 KG
16002056;ECO3PLUS LQ BAR 50.00 KG
16002057;RAKOLL ECO 3 PLUS LQ CPL 1100.00 KG
16002058;ECO4 LQ BAL 20.00 KG
16002059;ECO4 LQ BAR 10.00 KG
16002060;ECO4 LQ BAR 50.00 KG
16002061;RAKOLL ECO 4 LQ CPL 1100.00 KG
16002067;Rakoll® GXL3 LQ BAR 10.00 KG
16002068;Rakoll® GXL3 LQ BAR 25.00 KG
16002069;Rakoll® GXL3 LQ BAR 50.00 KG
16002071;Rakoll® GXL3 LQ CPL 1135.00 KG
16002072;THERMONEX HARDENER 006B LQ LAT 1.1 KG
16002073;SWIFT®THARDNER 2111 LQ BAL 30.00 KG
16002074;HL-1434 PI CAI 13.50 KG
16002075;HL2268 PI CAI 14.06 KG
16002076;HL-6006 PI CAI 15.00 KG
16002077;HL7688L PI CAI 10.00 KG
16002078;HL9597/1 SD BAL 17.69 KG
16002079;HM-1580 PI CAI 22,68 KG
16002081;SWIFT®THERM HM-4030 PI SAC 25.00 KG
16002082;HM4138ZP PI CAI 15.00 KG
16002085;Rakoll® HMK4570 PE CAI 15.00 KG
16002087;Thermonex LA522-2380 LQ BAL 25.00 KG
16002088;SWIFT®LOCK 2003 LQ LAT 15.00 KG
16002089;IPACOLL LP 2613/3 LQ BAL 20.00 KG
16002091;IPACOLL LP 2934 UNI LQ BAL 20.00 KG
16002092;MP55300 LQ CAR 400 ML
16002094;MP55420 LQ CAR 50 ML
16002095;MP55420 LQ CAR 490 ML
16002097;MS1937S BRANCO LQ SAL 600 ML
16002098;MS1937S CINZA LQ SAL 600 ML
16002101;NW-1043ZP PI CAI 15.00 KG
16002103;Rakoll® P2/650 PE CAI 15.00 KG
16002104;PHL-4150ZP PI CAI 15.00 KG
16002105;PHL4170ZP PI CAI 15.00 KG
16002107;SWIFT®TPRIMER 9100  LQ LAT 9.00 KG
16002108;PU1925 BR LQ SAL 600 ML
16002109;PU1925 CI LQ SAL 600 ML
16002110;PU1925 PR LQ SAL 600 ML
16002111;RAKOLL PUS 450 R UV LQ CAI 10.00 KG
16002112;PUS-550T SD BAR 2.00 KG
16002113;PUS-550T SD CAI 20.00 KG
16002115;RSK U 320  PE SAC 25.00 KG
16002117;STP1921 CI LQ BIS 600 ML
16002118;STP1921 PR LQ BIS 600 ML
16002119;STP1921 PR LQ CAR 310 ML
16002120;STP1921 BR LQ BIS 600 ML
16002121;STP1956F PR LQ SAL 600 ML
16002122;STP1956 PR LQ SAL 600 ML
16002124;SWIFT®TAK 1842 LQ BAL 30.00 KG
16002125;SWIFT®TAK 3338 LQ BAL 30.00 KG
16002126;SWIFT®THERM 2699 LQ SAC 25.00 KG
16002127;SWIFT®THERM ADVANTAGE 8000 CAI 12.00 KG
16002128;TS880 LQ SER 50 ML
16002130;VALVULA CONEXÃO CUBIBOX VALVPUR  CAI 1 UN
16002134;C-363x LQ CPP 1000.00 KG
16002135;C-120AN LQ BAR 50.00 KG
16002137;CQ-3060M PI CAI 13.00 KG
16002138;CQ-7039/5 SD TAR 160.00 KG
16002139;HM-175 PE SAC 25.00 KG
16002140;SAPHIRA HOTMELT SPINE 162 PE SAC 25.00 KG
16002141;SAPHIRA HOTMELT SPINE 172 PE SAC 25.00 KG
16002142;SWIFT®BOND 2800LA LQ  LAT 1.00 KG
16002143;BRAS-3910 LQ BAL 20.00 KG
16002144;FULL-CARE® 5200-L PI CAI 15.00 KG
16002145;FULL-CARE® 8600-L PI CAI 15.00 KG
16002146;SN2310 TR LQ BIS 310 ML
16002147;SN2310 BR LQ BIS 310 ML
16002148;MP55310 LQ CAR 400 ML
16002151;INTRAFOL 1383 LQ BAL 22.00 KG
16002152;1510 ROSA LQ CAR 310 ML
16002153;2536 BRANCO PARTE A LQ BAL 22.00 KG
16002154;2536 PRETO PARTE B LQ BAL 18.00 KG
16002155;SWIFT®LOCK 2U203L SD BAR 2.00 KG
16002156;SWIFT®LOCK 2U203L SD CAI 20.00 KG
16002157;SWIFT®LOCK 2U203L SD TAM 180.00 KG
16002158;SWIFT®TBOND 3U113LA LQ TAM 200.00 KG
16002159;AC801 INCOLOR LQ LAT 2.00 L
16002160;C-1014 LQ BAR 1.00 KG
16002161;C-1015 LQ FRA 1.00 KG
16002163;C-116/5 LQ BAR 50.00 KG
16002164;C-2000/1 LQ BAR 10.00 KG
16002165;C-2000 LQ BAR 10.00 KG
16002166;C-2008 LQ BAR 10.00 KG
16002168;C-2029 LQ BAR 10.00 KG
16002169;C-2104 LQ LQ CPL 1000.00 KG
16002173;C-229AN LQ BOM 5.00 KG
16002175;C-394A LQ BAR 10.00 KG
16002178;C-502 LQ BOM 200.00 KG
16002179;C-509 LQ BAR 10.00 KG
16002183;C-680AV LQ BAR 10.00 KG
16002184;C-7020 LQ BAR 10.00 KG
16002185;C-71 LQ BAR 50.00 KG
16002186;FULL-CARE® 8510 PI CAI 14,06 KG
16002187;CB-62W PR LQ BAL 25.00 L
16002188;CBR-7222 BR LQ LAT 0.25 L
16002189;CQ-4137 PI SAC 10.00 KG
16002190;CQ-4169J PE SAC 25.00 KG
16002192;CQ-4443/1 BAS CAI 15.00 KG
16002195;CQ-646/2BG PE SAC 25.00 KG
16002196;CQ-646/2MR PE SAC 25.00 KG
16002197;CQ-7035 SD TAR 80.00 KG
16002199;CQ-7081/3 PI SAC 05.00 KG
16002200;CQ-7081 PI SAC 10.00 KG
16002201;CQ-7212/2 PE SAC 10.00 KG
16002202;Rakoll®  ECO 3 PLUS LQ BAL 30.00 KG
16002203;Rakoll® ECO 3 PLUS LQ BOM 05.00 KG
16002204;Rakoll® GXL3 LQ FRA 1.00 KG
16002205;SWIFT®HARDENER 9515 LQ LAT 1.00 KG
16002207;LIMPUR PE SAC 5.00 KG
16002208;MP55350 LQ PARTE A + PARTE B CAR 400 ML
16002211;MP55420 LQ PARTE B BAL 17,67 KG
16002212;MP55420 LQ Parte A TAM 191,50 KG
16002213;NW-1263ZP PI CAI 15.00 KG
16002215;PU 1956F PR LQ BIS 600 ML
16002216;PU 1956 PR LQ BIS 600 ML
16002217;PWC-3460AN LQ BAR 10.00 KG
16002218;R-065 LQ BAR 05.00 KG
16002219;SWIFT®TAK RP 192/2AN LQ BAR 50.00 KG
16002220;SWIFT®TAK RP 192/2AN LQ CPP 1000.00KG
16002221;SWIFT®TAK RP 192/2AN LQ FRA 1.00 KG
16002222;SN2310 PR LQ CAR 310 ML
16002223;SN596 PR LQ CAR 310 ML
16002224;STP1921 BR LQ BIS 600 ML
16002225;STP1921 CI LQ BIS 600 ML
16002226;STP1921 PR LQ BIS 600 ML
16002227;STP1921 PR LQ CAR 310 ML
16002228;SUPERMELT PLUS PE SAC 20.00 KG
16002229;T-199 LQ BAR 10.00 KG
16002230;SWIFT®TAK 3355 LQ BAL 32.00 KG
16002231;SWIFT®TAK 5090L LQ BAR 50.00 KG
16002232;SWIFT®TAK 5090 LQ CPL 1000.00 KG
16002233;SWIFT®TAK 5122AN LQ BAR 10.00 KG
16002234;SWIFT®TAK 5122 LQ BAR 50.00 KG
16002235;MAKTHERM 81 PE SAC 25.00 KG
16002236;TS842 PARTE A CINZA + PARTE B AMARELO LQ CAR 400 ML
16002238;HM-4995/1 PE SAC 20.00 KG
16002239;BRAS 3309 LQ BAL 20.00 KG
16002240;C-2140 LQ CPL 1000.00 KG
16002241;FULL-CARE® 9110 PI CAI 14.06 KG
16002242;SWIFT®HARDENER 9515 TR LQ LAT 1.00 KG
16002243;ODOGARD 9900N SD CAI 2.50 KG
16002244;ADVANTRA® PHC-9254 PI CAI 17,40 KG
16002245;UNDO6020 AMARELO LQ LAT 1.00 KG
16002246;SWIFT®LOCK 2U210 LIQ TAM 192.78 KG
16002247;C-2047 LQ BAR 10.00 KG
16002248;C-2218/2 LQ BAR 50.00 KG
16002249;C-740 LQ BAR 45.00 KG
16002251;CQ-4012 PE SAC 12.00 KG
16002252;CQ-4015 PE SAC 25.00 KG
16002253;CQ-610 PUR SD BAR 2.00 KG
16002254;CQ-620 PUR SD BAR 2.00 KG
16002255;CQ-654 PUR SD BAR 2.00 KG
16002256;CQ-736 PE SAC 1.00 KG
16002257;CQ-754 PUR SD BAR 2.00 KG
16002258;HM-4995/1 PE SAC 25.00 KG
16002259;PHC9256 PE SAC 25.00 KG
16002260;CQ-4197 PE SAC 1.00 KG
16002263;CQ-4169UV PE SAC 25.00KG
16002265;C-78 LQ CPP 1000.00 KG
16002267;C-528 LQ W004 BAR 5.00 KG
16002268;RAKOLL GXL3 BR LQ BAR 10.00 KG
16002269;RAKOLL ECO3 PLUS BR LQ BAR 10.00 KG
16002270;C-580 LQ W006 BAR 5.00 KG
16002271;C-580 LQ W007 BAR 18.00 KG
16002272;C-580 LQ W008 BAR 50.00 KG
16002274;C-528 LQ W005 BAR 50.00 KG
16002275;C-78AN LQ BAR 10.00 KG
16002276;C-78AN LQ BAR 50.00 KG
16002277;*CQ-675/3 PE CAI 15.00 KG *INACT*
16002278;1527W BRANCO LQ CAR 310 ML
16002279;1731 SEMI TRANSPARENTE AEROSSOL LQ LAT 0.3 L
16002280;ADCOBOND AT-1 CLEAR CAI 12.00 KG
16002281;ADCOBOND AT-1 CLEAR FT 0.40
16002282;ADCOBOND AT-2 CINZA CAI 12.00 KG
16002283;ADCOBOND AT-2 CINZA FT 0.45
16002284;ADCOBOND AT-3 TRANSLUCIDO CAI 12.00 KG
16002285;ADCOBOND AT-3 TRANSLUCIDO FT 0.45
16002286;ADCOBOND AT-4 TRANSLUCIDO CAI 12.00 KG
16002287;ADCOBOND AT-4 TRANSLUCIDO FT 0.35
16002288;ADCOBOND AT-5 PRETO CAI 12.00 KG
16002289;ADCOBOND AT-5 PRETO FT 0.45
16002290;CYBERBOND 2028 LQ FRA 0.02 KG
16002291;CYBERBOND 2611 INCOLOR LQ FRA 0.02 KG
16002292;CYBERBOND 6070 LQ FRA 0.056 KG
16002293;CYBERBOND Z396 LQ FRA 0.05 KG
16002294;RAKOLL HM 0462 PE CAI 15.00 KG
16002295;MS1937S PRETO LQ SAL 600 ML
16002296;NW-1002 PI CAI 15.00 KG
16002297;ADVANTRA PHC-9254 PE CAI 17.24 KG
16002298;V-7128 LQ TAM 200.00 KG
16002299;C-8030 LQ CPP 1200.00 KG
16002300;C-8059 LQ BAR 10.00 KG
16002301;BRAS-3847AN LQ CPL 1000.00 KG
16002302;CQ-7035 SD TAR 160.00 KG
16002303;C-476 LQ CPP 1000.00 KG
16002304;C-489 LQ BOM 5.00 KG
16002305;FULL-CARE® 9500 [CAIXA 9,53KG]
16002306;CB-24 LATA PRETO 0.25 L
16002307;1535 LQ SAL 300 ML
16002308;AP-NDKXCAI1
16002309;C-347 LQ CPP 1000.00 KG
16002310;CQ-4131 PE SAC 25.00 KG
16002311;CQ-7017/5 BL CAI 12 KG
16002312;1535 BRANCO LQ CAR 310 ML
16002313;C-2010 LQ BAR 50.00 KG
16002314;C-363AN LQ BAR 10.00 KG
16002315;CQ-731/2 PE SAC 25.00 KG
16002316;C-8020/1 LQ BAR 50.00 KG
16002317;MP55420 LQ PARTE A  TAM 160,90 KG
16002318;MP55420 LQ PARTE B BAL 18.50 KG
16002319;CQ-7039/5 SD TAM 160.00KG
16002320;CQ-653 PE SAC 10.00 KG
16002321;FACA 02 CARREIRA PARA PELETIZADORES 60UN
16002322;DIFERENCIAS DE INVENTARIO
16002323;CQ-612PUR SD BAR 2.00 KG
16002324;C-548AN LQ BAR 10.00KG
16002325;Q-SET 267-9(KIT-PARTE A+PARTE B) 21.25KG
16002326;CQ-4450 BAS SAC 0.5
16002327;CQ-620 PUR SD TAM 20.00 KG
16002328;SWIFTCOL 2418 LQ BAL 4.00KG
16002329;RAKOLL ECO3 PLUS BR LQ BAR 50.00 KG
16002330;RAKOLL ECO3 PLUS BR LQ CPL 1100.00 KG
16002331;C-315-4 LQ BAR 50.00 KG
16002332;RAKOLL GXL3 BR LQ BAR 50.00 KG
16002333;RAKOLL GXL3 BR LQ CPL 1100.00 KG
16002334;SWIFT®TAK 5090L LQ CPP 1000.00 KG
16002335;CQ-3062 SÉRIE HIGH PERFORMANCE PI CAI 15.00 KG
16002336;CQ-7333 PE BOM 5.00 KG
16002337;CQ-7213 PE SAC 20.00 KG
16002338;SWIFT®THERM 2103 PO PI SAC 25.00 KG
16002339;TS 856-05 LQ PARTE A + PARTE B CAR 400 ML
16002340;TS 856-05 LQ PARTE A BAL 22.00 KG
16002341;TS 856 LQ PARTE B BAL 22.00 KG
16002342;ADVANTRA COMBI STRAW PE SAC 25.00 KG
16002343;C-308A LQ BAR 50.00 KG
16002344;RAKOLL GXL3 LQ CPL 1135.00 KG
16002345;Q-SET 250-1 LQ PARTE A + PARTE B BOM 2,27 KG
16002346;Q-SET 250-3 LQ PARTE A BAL + PARTE B BOM 6,4 KG
16002347;HM 627 PE SAC 20.00 KG
16002348;Q-SET 259-50 BK FAST 2K A+B SAC 1,132 KG
16002349;RAKOLL ECO3 PLUS LQ CPL 1100.00 KG
16002350;ADVANTRA® PHC 8270/1 PE SAC 25.00 KG
16002351;SWIFT®TAK 5122AN LQ BAR 50.00 KG
16002352;C-502 LQ CPP 1000.00 KG
16002353;FULL CARE 8400 PI CAI 15.00 KG
16002354;RAKOLL TE 5700 BEGE PE SAC 25.00 KG
16002355;SWIFT®COL 2415 LQ BAL 20.00 KG
16002356;FH7026 LQ PARTE A+B CAR 490 ML
16002357;THERMONEX 3428-06A BRANCO LQ BAL 20.00 KG
16002358;TS 820 LQ PARTE A+B CAR 400 ML
16002359;NW1038LZP PI CAI 15.00 KG
16002360;CQ-4012B PE SAC 10.00 KG
16002361;CQ-4196 PE KHS 25.00 KG
16002362;SWIFT®THERM 2103 PO PI SAC 25.00 KG
16002363;CQ-4168N PE SAC 10.00 KG
16002364;FULL CARE 7810E PI CAI 15.00 KG
16002365;THERMONEX 3820-07 BRANCO LQ BAL 20.00 KG
16002366;THERMONEX 090-05 LQ BAL 25.00 KG
16002367;FULL CARE 7250 PI CAI 15.00 KG
16002368;1581 BRANCO LQ CAR 310ML
16002369;1581 BRANCO LQ BAL 25.00 KG
16002370;CLARITY® XP1001AZP T PI CAI 15.00 KG
16002371;FULL CARE 7300 ZP PI CAI 15.00 KG
16002372;1581 BRANCO LQ CAR 310ML
16002373;1581 BRANCO LQ BAL 25.00 KG
16002374;AVA COMBI SPOUT PE CAI 12.00 KG
16002375;SWIFT®PRIME 4160 LQ BAL 24.00 KG
16002376;MS1937S PRETO LQ SAL 600 ML
16002377;IPATHERM® WS 1255 PE SAC 13.00 KG
16002378;SWIFTBOND 3U091 LA LQ LAT 1.00 KG
16002379;CQ-7090 ALTA PERFORMANCE PI SAC 20.00 KG
16002380;ADVANTRA 9256 PE SAC 25.00 KG
16002381;CATALISADOR FC LQ LAT 1.00 KG
16002382;CQ-7081/3 SD TAR 160.00 KG
16002383;Swift®tak 3720 LQ FRA 1,00 KG
16002386;BICO PLÁSTICO MISTURADOR PARA MP-55420
16002387;Swift®tak 3720 LQ BAL 30.00 KG
16002388;Swift®tak 3720 LQ FRA 1,00 KG
16002389;ADVANTRA SMART 9410 PE SAC 13.00 KG
16002390;ADVANTRA 9825 PI CAI 15.00 KG
16002391;MANUAL APPLICATOR - TWIN 400 ML GUN 26:1 10 TO 1
16002393;SWIFT LOCK 2020 LQ CAR 310ML
16002394;NW1042 AR CAI 15.00 KG
16002395;NW1042 CO CAI 15.00 KG
16002396;CQ-4012 PE SAC 25.00 KG
16002397;CA-9015 BK CAI 20.00 KG
16002398;SWIFT LOCK 2020 SD BAL 18.14 KG
16002399;NP2075VF149 SD BAL 15.42 KG
16002400;FOSTER 95-44 SD CAI 24.00 UN
16002401;FOSTER 46-50 LQ BAL 7,57 L
16002402;FOSTER BUTYLAR NXT SD  ROLO 15m²
16002403;FOSTER 90-66 PARTE A LQ BAL 18,90 L
16002404;FOSTER 90-66 PARTE B LQ BAL 18,90 L
16002405;FOSTER 81-27 LQ BAL 18,90 L
16002406;FOSTER 85-15 LQ BAL 18,90 L
16002407;CQ-4133 PE SAC 25.00 KG
16002408;CQ-4150 PE SAC 25.00 KG
16002409;CQ-3044 PI CAI 15.00 KG
16002410;PNEUMATIC APPLICATOR DP2 A400HP-S3-10
16002411;PNEUMATIC APPLICATOR DP2 A400HP
16002412;MANUAL APPLICATOR DM2 M400X-MR
16002413;ELECTRIC APPLICATOR DB2C-05-50-005
16002414;SWIFT®BOND 2800LA LQ BAL 20.00 KG
16002415;SWIFT PRIME 2599 LQ BAL 20.00 KG
16002416;CQ-010 PE SAC 25.00 KG
16002417;BICO APLICADOR MFHX10-18T 10:1 P/ MP55420-55320 LQ CAR 490ML
